title,content,type
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,Sách tốt,0
Cực kì hài lòng,,0
Cực kì hài lòng,thật sự đáng đọc,0
Cực kì hài lòng,,0
Cực kì hài lòng,Giao hàng nhanh,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,Tuyệt phẩm nha các bác,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,sách mới giao hàng nhanh ủng hộ 5 sao rất thích đặt sách ở tiki,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Cuốn sách rất hay, chạm đến trái tim",0
Cực kì hài lòng,dễ thương nhưng vẫn giàu tính nhân văn,0
Cực kì hài lòng,,0
Cực kì hài lòng,Tốt,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,nội dung hay,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"sách đẹp, nội dung hay, tiki giao có tâm",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"mình đã xem bộ phim này rồi. thực sự rất cảm động, rất hay nên mình đã quyết định mua truyện về đọc",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,cuốn này hay lắm luôn ấy mn,0
Cực kì hài lòng,,0
Cực kì hài lòng,hàng đẹp,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,sách rất hay,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,Nhạt mà,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Dành cho người thích những điều kỳ lạ.,"Nhẹ nhàng pha chút bí ẩn, đầy nhân văn. Vẫn là sách hay nên đọc.",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Tiki đóng gói đẹp, sách mới nguyên vẹn, không lỗi, mình hài lòng lắm!",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Tuyệt phẩm, đọc xong thấy yêu đời hơn hẳn, ;)",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,sp tốt,0
Cực kì hài lòng,,0
Cực kì hài lòng,a,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Sách rất đẹp
tiki giao nhanh ạ:3",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,hay cực,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Tiki giao hàng cực nhanh, sách mới",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,10 diem,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"sách rất hay, lối kể chuyện thú vị, gây bất ngờ.",0
Thật tuyệt vời,"Câu chuyện huyền ảo, dẫn dắt khéo léo, hấp dẫn, đầy ý nghĩa nhân văn.. khuyên các bạn nên đọc",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,sách rất hay,0
Cực kì hài lòng,Ship nhanh sách k bị nát bìa nội dung hay nên mua,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Một tác phẩm tuyệt vời, vô cùng đáng đọc.",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Sách mới, hình thức đẹp, chất lượng giấy tốt. Tiki giao hàng rất nhanh",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,rất hay và h oài niệm,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,sách bị lõm 1 ít hơi buồn,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"sách hay, kì ảo nhưng hấp dẫn. Đáng mua để đọc",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,Sách hay,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Giao hàng nhanh, sách hay",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"sách hay, chất lượng ok",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Hài lòng,Sách của nhã nam rất đẹp và mới giao hàng nhanh 5*,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"sách rất hay, giấy tốt. Tiki giao hàng rất nhanh, không bị hỏng.",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,giao hàng nhanh,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,hay,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Rất hay !,Truyện rất hay. Giao hàng rất nhanh. Rất đáng mua. Cảm ơn Tiki.,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Truyện nhẹ nhàng, nhiều ý nghĩa. Hay!",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Bình thường,"Giao hàng nhanh, đúng thời gian nhưng mà sách bị nhăn sau gáy, hồi xưa mình cầu toàn nên hở tí là khiếu nại đổi nhưng giờ không có thời gian với quà người yêu tặng nên mình giữ lại luôn, góp ý 3 sao để tiki cẩn thận hơn trong khâu giao hàng cho khách thôi. Ndung chưa đọc nên kh biết, mình thấy quyển này nhiều bạn khen hay, bìa sách đẹp, màu xanh dương gu mình nên mua để trải nghiệm dần Thu gọn",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Tác phẩm hay, ý nghĩa",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Rất hài lòng,"Quyển này rất dễ thương, đọc cuốn hút và giàu tính nhân văn.",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Sách rất đẹp với bìa màu xanh dịu mắt  , tuy tựa in hơi rối .Giao hàng nhanh.Cám ơn Tiki.",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,sách rất hay và theo mình là rất đáng đọc,0
Cực kì hài lòng,"Sách hay, Tiki giao hàng đẹp",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"sách mới, nội dung nhẹ nhàng, hấp dẫn",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,truyện rất lôi cuốn,0
Cực kì hài lòng,Mới nhận cuốn sách thi,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Truyện đc đóng gói cẩn thận . nội dung  hay, rất đáng đọc.",0
Cực kì hài lòng,"đóng gói kĩ,  sách đẹp,  nội dung đọc sơ rất hấp dẫn,  mang phong phú",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,hi,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Sách đẹp, giao nhanh ^^^",0
Cực kì hài lòng,Sách ổn Sách ổn Sách ổn Sách ổn,0
Cực kì hài lòng,❤,0
Cực kì hài lòng,"cực đẹp,ko bị trầy xước hay sao",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Sách mới tinh tươm,"Giao hàng nhanh chóng, sách mới , đóng gói gọn nhẹ",0
Cực kì hài lòng,,0
Cực kì hài lòng,truyện rất hay và ý nghĩa. đáng để mua,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,Độc đáo và hấp dẫn,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,hau,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Sách đẹp, Tiki giao hành nhanh.",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,ko bị hư hại hay,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,hay lắmmmm luônnnnnn,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,Hay,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Sách hay,"Sách quá tuyệt vời, gay cấn và ý nghĩa. Tiki giao hàng sớm.",0
Cực kì hài lòng,Truyện hay cực :))),0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,Đọc khá thấm và có nhiều suy nghĩ,0
Cực kì hài lòng,,0
Cực kì hài lòng,Quá hay luôn!! Sẽ luôn ủng hộ Tiki,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,Cuốn sách bí ẩn và rất thú vị!,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Sách rất đẹp, đóng gói cẩn thận",0
Cực kì hài lòng,,0
Cực kì hài lòng,"Sản phẩm tốt, bìa sách xinh",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,Khá thú zị. Rất đáng đọc á nha mn,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,rất ok,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"sách quá đẹp, không bị hư hại",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"sách đẹp , lành lạnh và giao nhanh",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,Ok,0
Cực kì hài lòng,,0
Cực kì hài lòng,Câu chuyện rất ý nghĩa,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,Sách đẹp hay,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
N/A,N/A,0
N/A,N/A,0
N/A,N/A,0
N/A,N/A,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,Truyện nhẹ nhàng mà đầy bất ngờ,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,Xuất sắc,0
Cực kì hài lòng,sách hay lắm,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,Tuyệt,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,sách rất hay,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Giao hàng nhanh
Sách đẹp.",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,Hài lòng !!!!!!!!!!!!!!!!,0
Cực kì hài lòng,,0
Cực kì hài lòng,Quá xuất sắc,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Giao hàng nhanh, sách đẹp",0
Cực kì hài lòng,,0
Cực kì hài lòng,ổn,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
VERY GOOD,"Quá hay nên không có gì để nói. Tuy nhiên, sách mua về bìa hơi cũ...",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Giao hàng nhanh, sách đẹp",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Sách đẹp, giao hành nhanh",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Rất không hài lòng,Mình chưa bao giờ nhận được cuốn sách mới mua mà cũ như bị ướt rồi khô lại từ bìa đến các trang bên trong như thế này của Tiki cả. Rất nhiều cảm xúc lúc này ý. Trên cả thất vọng.,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,Hay lắmm mmmmmmmmmmmmmmmm,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Bình thường,Sách mới nhưng thật sự không hài lòng với cách đóng gói hàng của tiki. Chỉ cho sách vào hộp mà không bọc chống sốc,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Rất không hài lòng,"Ko bàn về nội dung vì mình chưa đọc.
Nhưng về cách đóng gói sp của tiki thì mình xin cạn lời. vận chuyển đường dài nhưng ko hề có 1 miếng chống sốc nào. cạnh sách bị dập như này nhìn xem có xót ko. ko biết đây là sở thích đóng gói của tiki ntn hay do mình xui??? làm ơn thay đổi cách đóng gói dùm ạ. cảm ơn Thu gọn",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,"Sách hay, hàng chất lượng.",0
Cực kì hài lòng,,0
Tuyệt vời,"Sách hay, có nhiều ý nghĩa. Đáng để đọc.
Tiki giao hàng nhanh.",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Tuyệt vời,"Giao hàng nhanh, đóng gói cẩn thận.
Sách sạch sẽ, không bị nhăn, còn mới.",0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,Được người yêu giới thiệu và sẵn tiki đang có dịp sale nên hốt ngay và luôn.,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
Cực kì hài lòng,,0
